,Unnamed: 0,over,runs,wickets,bat_team,tot_runs,tot_wickets,city,venue,final_score
23,23,24,158,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
24,24,25,166,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
25,25,26,169,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
26,26,27,176,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
27,27,28,181,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
28,28,29,186,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
29,29,30,191,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
30,30,31,202,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
31,31,32,211,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
32,32,33,216,3,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
33,33,34,221,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
34,34,35,226,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
35,35,36,234,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
36,36,37,238,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
37,37,38,242,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
38,38,39,255,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
39,39,40,265,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
40,40,41,269,4,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
41,41,42,276,5,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
42,42,43,277,6,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
43,43,44,279,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
44,44,45,281,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
45,45,46,287,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
46,46,47,300,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
47,47,48,307,7,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
48,48,49,309,8,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
49,49,50,317,9,Asia XI,317,9,Bangalore,M Chinnaswamy Stadium,317/9
